"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_207","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Plectosphaerella",NA
"ASV_208","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Neonectria","s__ditissima"
"ASV_209","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA
"ASV_210","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_211","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Pseudocosmospora",NA
"ASV_212","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica"
"ASV_213","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora",NA
"ASV_214","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Neohendersonia","s__kickxii"
"ASV_215","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae","g__Phaeomoniella",NA
"ASV_216","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA
"ASV_217","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cadophora","s__melinii"
"ASV_218","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA
"ASV_220","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA
"ASV_221","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"ASV_222","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Hyalorbilia","s__erythrostigma"
"ASV_223","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica"
"ASV_224","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__chaetospira"
"ASV_225","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Candelariales","f__Candelariaceae","g__Candelariella",NA
"ASV_226","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Coniothyriaceae","g__Coniothyrium",NA
"ASV_228","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriales_fam_Incertae_sedis","g__Dendrophoma","s__cytisporoides"
"ASV_229","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_231","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae",NA,NA
"ASV_233","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_234","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__surugaensis"
"ASV_235","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium",NA
"ASV_236","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA
"ASV_237","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"ASV_239",NA,NA,NA,NA,NA,NA,NA
"ASV_240","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrypella","s__pulvinata"
"ASV_241","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Lecania","s__cyrtellina"
"ASV_242","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_243","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA
"ASV_246","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA
"ASV_247","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__sessilis"
"ASV_249","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Phaeophyscia",NA
"ASV_250","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae",NA,NA
"ASV_251","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae",NA,NA
"ASV_252","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Nigrograna",NA
"ASV_253","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora",NA
"ASV_254","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV_255","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Leptodontidium","s__trabinellum"
"ASV_256","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_258","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"ASV_259","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_260","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Biatora",NA
"ASV_261","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA
"ASV_262","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA
"ASV_263","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia","s__abutilonis"
"ASV_265","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Capronia","s__pilosella"
"ASV_266","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Pleurotheciales","f__Pleurotheciaceae","g__Pleurotheciella",NA
"ASV_267","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Ambrosiozyma","s__oregonensis"
"ASV_269","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae"
"ASV_270","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"ASV_271","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA
"ASV_272","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_273","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_274","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Pragmopora",NA
"ASV_275","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__prunicola"
"ASV_276","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Lophiostoma",NA
"ASV_277","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora",NA
"ASV_278","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Eutypella","s__quaternata"
"ASV_279","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_280","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"ASV_283","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae",NA,NA
"ASV_285","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Hyalorbilia","s__erythrostigma"
"ASV_286","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Microcera","s__rubra"
"ASV_287","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Plenodomus","s__biglobosus"
"ASV_288",NA,NA,NA,NA,NA,NA,NA
"ASV_289","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA
"ASV_292","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Psoroglaena",NA
"ASV_294","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Calonectria",NA
"ASV_295","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica"
"ASV_296","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV_298","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA
"ASV_299","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiaceae",NA,NA
"ASV_300","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_301","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Togniniales","f__Togniniaceae","g__Phaeoacremonium",NA
"ASV_302","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_303","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_304","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_305",NA,NA,NA,NA,NA,NA,NA
"ASV_306","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_307","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_308","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Biatora","s__longispora"
"ASV_309","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"ASV_311","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Lepteutypa","s__fuckelii"
"ASV_312","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium",NA
"ASV_313","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA
"ASV_314","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA
"ASV_317","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Calosphaeriales","f__Calosphaeriaceae","g__Jattaea","s__tumidula"
"ASV_318","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA
"ASV_319","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae",NA,NA
"ASV_320","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA
"ASV_322","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_323","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Hirsutella","s__thompsonii"
"ASV_324","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Scoliciosporum","s__chlorococcum"
"ASV_325","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica"
"ASV_327","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Calonectria",NA
"ASV_332","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"ASV_333","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_335","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_336","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_337","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__mycetangii"
"ASV_339","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Scoliciosporum","s__chlorococcum"
"ASV_340","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hymenochaetopsis","s__corrugata"
"ASV_341",NA,NA,NA,NA,NA,NA,NA
"ASV_343","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__castellanii"
"ASV_344","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Tremella","s__indecorata"
"ASV_345","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_346","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hymenochaetopsis","s__corrugata"
"ASV_347","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Togniniales","f__Togniniaceae","g__Phaeoacremonium","s__hungaricum"
"ASV_348","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_351","k__Fungi","p__Ascomycota","c__Orbiliomycetes",NA,NA,NA,NA
"ASV_352","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Occultibambusaceae","g__Brunneofusispora","s__sinensis"
"ASV_353","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_355","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_356",NA,NA,NA,NA,NA,NA,NA
"ASV_358","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV_359","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_361",NA,NA,NA,NA,NA,NA,NA
"ASV_363","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Epicoccum","s__nigrum"
"ASV_365","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_366","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_368","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Gibberella","s__tricincta"
"ASV_369","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_371","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_372","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_373","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Proliferodiscus","s__earoleucus"
"ASV_374","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_376","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_377","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA
"ASV_378","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA
"ASV_379","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Arthrocatena","s__tenebrio"
"ASV_381","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_382","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA
"ASV_383","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Arthrocatena","s__tenebrio"
"ASV_385","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae","g__Roussoella",NA
"ASV_386","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Teloschistales","f__Teloschistaceae","g__Caloplaca","s__ahtii"
"ASV_388","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__carnescens"
"ASV_389","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Arthrocatena",NA
"ASV_390","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_391",NA,NA,NA,NA,NA,NA,NA
"ASV_393",NA,NA,NA,NA,NA,NA,NA
"ASV_396","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia",NA
"ASV_397","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__prunicola"
"ASV_398","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Anthopsis","s__deltoidea"
"ASV_400","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Hyaloriaceae","g__Stypella","s__variabilis"
"ASV_401","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA
"ASV_403","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_404","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_405","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA
"ASV_406","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Pleurotheciales","f__Pleurotheciaceae",NA,NA
"ASV_407","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_409","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Togniniales","f__Togniniaceae","g__Phaeoacremonium","s__inflatipes"
"ASV_410",NA,NA,NA,NA,NA,NA,NA
"ASV_411","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_414","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA
"ASV_417",NA,NA,NA,NA,NA,NA,NA
"ASV_418","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Candelariales","f__Candelariaceae","g__Candelariella",NA
"ASV_421","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cadophora","s__melinii"
"ASV_422","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Caliciaceae","g__Buellia","s__triseptata"
"ASV_423","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_424",NA,NA,NA,NA,NA,NA,NA
"ASV_426","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae",NA,NA
"ASV_427","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Capronia",NA
"ASV_429","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA
"ASV_430","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia","s__abutilonis"
"ASV_431",NA,NA,NA,NA,NA,NA,NA
"ASV_432","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Nigrograna",NA
"ASV_434","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Brachyphoris",NA
"ASV_435","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Herpotrichia","s__parasitica"
"ASV_437","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__sessilis"
"ASV_438","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium",NA
"ASV_439","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Lophiostoma","s__cynaroidis"
"ASV_440","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Nectria",NA
"ASV_441","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_442","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Epicoccum","s__nigrum"
"ASV_445","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA
"ASV_447","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Geastrumia","s__polystigmatis"
"ASV_448","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales",NA,NA,NA
"ASV_449","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_450","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA
"ASV_451","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"ASV_452","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA
"ASV_453","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Pragmopora",NA
"ASV_454","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA
"ASV_455","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_456","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_457","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecanora",NA
"ASV_458","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA
"ASV_459","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_460",NA,NA,NA,NA,NA,NA,NA
"ASV_463","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA
"ASV_464","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_466","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Camptophora",NA
"ASV_467","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA
